season,week,regime,celebrity_name,s_min,s_p10,s_p50,s_p90,s_max,range_width
27,2,percent,Juan Pablo Di Pace,0.0002544660773968,0.010426039515493,0.0692557468569353,0.1895192539449185,0.5648934754056915,0.1790932144294255
27,2,percent,Evanna Lynch,0.0004565795460305,0.0083316860816819,0.0482240515096408,0.1772604903281116,0.3963860656256175,0.1689288042464297
27,2,percent,Nancy McKeon,0.000634827353917,0.0104169308455628,0.0659575042250865,0.1975657042383686,0.4519694410236883,0.1871487733928058
27,2,percent,John Schneider,8.521885570313896e-05,0.008078908936222,0.061079610335912,0.1877200677763321,0.3552503251024586,0.1796411588401101
27,2,percent,Milo Manheim,0.0001324875313531,0.0087362698119655,0.0586490872704032,0.1752601078984916,0.4421138614852222,0.1665238380865261
27,2,percent,Danelle Umstead,0.0004252673271708,0.0111776544996654,0.0605871562964455,0.2020602214251671,0.3784276288697802,0.1908825669255017
27,2,percent,Mary Lou Retton,0.000268167557548,0.0085512703690896,0.0613042636128451,0.1808206828450678,0.4382734367319441,0.1722694124759782
27,2,percent,DeMarcus Ware,0.0001539317194196,0.0117019098522957,0.0698815278775634,0.1931929692025246,0.4718324115696391,0.1814910593502289
27,2,percent,Bobby Bones,0.0001409415686026,0.0140413206184003,0.0586976279592061,0.1997850340528101,0.3717438929462645,0.1857437134344098
27,2,percent,Tinashe,0.0001730783775471,0.0092030639134468,0.055805951520034,0.1952367538362462,0.3694841810437294,0.1860336899227994
27,2,percent,Alexis Ren,2.054250294180162e-06,0.0092806345290041,0.0604105204033831,0.1937384579389753,0.4002919991685318,0.1844578234099712
27,2,percent,Joe Amabile,6.323221652537079e-05,0.0086577871194167,0.059938035991072,0.1811702958784717,0.4409303140754008,0.172512508759055
27,3,percent,Juan Pablo Di Pace,0.0001015796843716,0.0087836271362554,0.0611841434340941,0.1848567549132978,0.5400315990783819,0.1760731277770424
27,3,percent,Evanna Lynch,0.0003002679790421,0.0099823168600677,0.0617487209606724,0.1900268468057224,0.3993289121817267,0.1800445299456547
27,3,percent,Nancy McKeon,0.0001978773520585,0.0119561760791385,0.0726111246992573,0.1952787014395435,0.4135097091198257,0.183322525360405
27,3,percent,John Schneider,0.0008751876700725,0.0096797727206844,0.0616012214422251,0.2124136570832306,0.4240995152909537,0.2027338843625462
27,3,percent,Milo Manheim,9.34651489000396e-05,0.0103808663390267,0.0600792281076482,0.2108376010088001,0.4658137404267844,0.2004567346697734
27,3,percent,Mary Lou Retton,0.000897445640328,0.0106219479655712,0.0698733185381598,0.2214383855778375,0.4345917646747033,0.2108164376122663
27,3,percent,DeMarcus Ware,4.623705098290772e-05,0.0146564341904898,0.0699128672889103,0.2030513037741526,0.4012462916917717,0.1883948695836628
27,3,percent,Bobby Bones,4.466496629071269e-05,0.0105428238505458,0.066246724854882,0.2128149571996286,0.3738679593730808,0.20227213334908278
27,3,percent,Tinashe,7.985076505081651e-05,0.014698109832817,0.0752423093787539,0.2163807464115234,0.6183033702840105,0.20168263657870641
27,3,percent,Alexis Ren,3.6895032469889473e-05,0.0110255756163863,0.0634868377201107,0.216220125825078,0.5392916641198928,0.20519455020869168
27,3,percent,Joe Amabile,7.405541988604632e-05,0.0152168028931171,0.0699334178914395,0.196764557684732,0.4060019257540408,0.1815477547916149
27,4,percent,Juan Pablo Di Pace,0.0002538581228948,0.0091334744698095,0.0745380286374616,0.2251380768304237,0.4109558040399749,0.2160046023606142
27,4,percent,Evanna Lynch,0.0005263318380268,0.0163148539061829,0.0759857280982292,0.2313902532079304,0.4904880552530817,0.21507539930174752
27,4,percent,John Schneider,0.0002973139144038,0.0096740830221858,0.0677651321746584,0.2274668659123447,0.5654190931879522,0.21779278289015888
27,4,percent,Milo Manheim,0.0001504652076868,0.0129013055921288,0.075004732403025,0.2461178905087256,0.4734243413029624,0.2332165849165968
27,4,percent,Mary Lou Retton,3.703637488183733e-06,0.0117927246438542,0.0706712324539217,0.2300665070324949,0.5007889442924528,0.2182737823886407
27,4,percent,DeMarcus Ware,0.0002259801553156,0.010964580527609,0.0782977971818195,0.2159717931164137,0.5789631785729028,0.20500721258880472
27,4,percent,Bobby Bones,3.574590221762945e-05,0.0110702231464932,0.0699184844870972,0.217132144598867,0.4694015529903284,0.20606192145237381
27,4,percent,Tinashe,0.0012506919769496,0.0147168234000407,0.0781786173535244,0.2030174120346036,0.4345656917288109,0.1883005886345629
27,4,percent,Alexis Ren,0.0002069122239655,0.0103504999664823,0.0700221741763976,0.2445417415212974,0.5273291037021636,0.2341912415548151
27,4,percent,Joe Amabile,0.0002088643127482,0.010480343799121,0.0680576246303967,0.2266212968761617,0.4416347020460694,0.2161409530770407
27,5,percent,Juan Pablo Di Pace,0.000228219329671,0.0112214970425529,0.0800876606327944,0.250074627494934,0.6743018319402346,0.23885313045238107
27,5,percent,Evanna Lynch,5.987276643473117e-05,0.0126054782956143,0.0788011785432923,0.2439738054500234,0.5250794607119379,0.23136832715440908
27,5,percent,John Schneider,0.0004227023372372,0.0170939525011662,0.0876188635397449,0.2706559306586277,0.5316978719309133,0.2535619781574615
27,5,percent,Milo Manheim,0.000147079442014,0.0155260321574819,0.0877113296967976,0.2659283438771496,0.5556634219695692,0.2504023117196677
27,5,percent,Mary Lou Retton,0.0001922316014763,0.0164544302894672,0.0898676134500369,0.2582665885335979,0.5880859808751318,0.24181215824413071
27,5,percent,DeMarcus Ware,8.551708097396453e-05,0.0129679306157515,0.0754616587435074,0.225852739913119,0.5576657996902328,0.2128848092973675
27,5,percent,Bobby Bones,0.0001906002866562,0.0168191487370407,0.0851429440557302,0.255560227180854,0.489553907980911,0.23874107844381331
27,5,percent,Alexis Ren,0.0011958193244675,0.0130587689468142,0.0838597176077056,0.2398462770901186,0.49045802174943,0.2267875081433044
27,5,percent,Joe Amabile,0.0001988547888051,0.0126185922710024,0.085909225190327,0.2725433809161306,0.5272892641517355,0.2599247886451282
27,7,percent,Juan Pablo Di Pace,1.1840226597729236e-05,0.0152345693960623,0.0892363625317324,0.254577394606615,0.5999398513533984,0.2393428252105527
27,7,percent,Evanna Lynch,0.0003119325329008,0.0146829434985717,0.1037596039461952,0.2901424358950307,0.5093635053770149,0.275459492396459
27,7,percent,John Schneider,0.0003380603444354,0.0142613449975306,0.0949776972809752,0.2607941212451968,0.4998247025080176,0.2465327762476662
27,7,percent,Milo Manheim,0.0004629566694788,0.0139759351290326,0.0926540691988387,0.284648080611498,0.5299810596260732,0.2706721454824654
27,7,percent,DeMarcus Ware,9.842497113655072e-05,0.017818168164256,0.0793145184865213,0.2550244885078325,0.5722701501024016,0.2372063203435765
27,7,percent,Bobby Bones,0.0013893367369635,0.0157193244262704,0.0903386224851284,0.2747603355794086,0.5641359888664703,0.2590410111531382
27,7,percent,Alexis Ren,0.0004638935402176,0.0148725697435812,0.1027048192634623,0.2914516753621082,0.5809798654198434,0.276579105618527
27,7,percent,Joe Amabile,0.0018928303967947,0.0213351426149177,0.101929560555396,0.2829645193306088,0.4926805183598319,0.2616293767156911
27,8,percent,Juan Pablo Di Pace,0.0020551427069729,0.0268506217294172,0.1420290329107593,0.3891171030635504,0.8625223144943599,0.3622664813341332
27,8,percent,Evanna Lynch,0.0005422488331611,0.0177108196796837,0.1245158710592505,0.3862847058447429,0.7246299687300685,0.3685738861650592
27,8,percent,Milo Manheim,0.0003403160788225,0.0189753651801339,0.1182598606303478,0.3639788803177977,0.7005595791406224,0.3450035151376638
27,8,percent,Bobby Bones,0.0008705550585179,0.0205690511447953,0.1229284762746244,0.3769212328824257,0.6416191450442259,0.3563521817376304
27,8,percent,Alexis Ren,0.0006297854791631,0.0194855748070162,0.1373007272760024,0.3939107898270236,0.7599653429827404,0.3744252150200074
27,8,percent,Joe Amabile,0.0004848396339657,0.0224844993791138,0.1338304028406304,0.3377980331804918,0.7040826648922549,0.315313533801378
27,9,percent,Evanna Lynch,1.7434678903550347e-05,0.0422220532034368,0.2087868188860531,0.5207412155765718,0.8714730829719864,0.478519162373135
27,9,percent,Milo Manheim,0.001137051627131,0.0282482747451866,0.2007287945853487,0.5067363277352166,0.930772309589078,0.47848805299003
27,9,percent,Bobby Bones,0.0001308267284505,0.0346155639380395,0.2239162623660545,0.5375067117374477,0.8684571932278078,0.5028911477994081
27,9,percent,Alexis Ren,0.0002947803255288,0.0504021374748525,0.2089058116647725,0.50916035321262,0.880797740963968,0.4587582157377675
